vocabulary_id,concept_id,lang_code,word,article,pronunciation,level,created_at
39735,329,ga,cogadh,an,null,A,2026-02-19 20:40:53.794318+00
39736,329,xh,imfazwe,null,null,A,2026-02-19 20:40:53.794318+00
39737,329,it,guerra,la,null,A,2026-02-19 20:40:53.794318+00
39738,329,ja,戦争,null,sensō,A,2026-02-19 20:40:53.794318+00
39739,329,jv,perang,null,null,A,2026-02-19 20:40:53.794318+00
39740,329,kn,ಯುದ್ಧ,null,yuddha,A,2026-02-19 20:40:53.794318+00
39741,329,kk,соғыс,null,soǵys,A,2026-02-19 20:40:53.794318+00
39742,329,km,សង្គ្រាម,null,sangkrieam,A,2026-02-19 20:40:53.794318+00
39743,329,rw,intambara,null,null,A,2026-02-19 20:40:53.794318+00
39744,329,rn,intambara,null,null,A,2026-02-19 20:40:53.794318+00
39745,329,ko,전쟁,null,jeonjaeng,A,2026-02-19 20:40:53.794318+00
39746,329,ku,şer,null,null,A,2026-02-19 20:40:53.794318+00
39747,329,kmr,şer,null,null,A,2026-02-19 20:40:53.794318+00
39748,329,lo,ສົງຄາມ,null,songkham,A,2026-02-19 20:40:53.794318+00
39749,329,la,bellum,null,null,A,2026-02-19 20:40:53.794318+00
39750,329,lv,karš,null,null,A,2026-02-19 20:40:53.794318+00
39751,329,lt,karas,null,null,A,2026-02-19 20:40:53.794318+00
39752,329,lb,Krich,d',null,A,2026-02-19 20:40:53.794318+00
39753,329,mk,војна,null,vojna,A,2026-02-19 20:40:53.794318+00
39754,329,mg,ady,null,null,A,2026-02-19 20:40:53.794318+00
39755,329,ms,perang,null,null,A,2026-02-19 20:40:53.794318+00
39756,329,ml,യുദ്ധം,null,yuddham,A,2026-02-19 20:40:53.794318+00
39757,329,mt,gwerra,il-,null,A,2026-02-19 20:40:53.794318+00
39758,329,mi,pakanga,null,null,A,2026-02-19 20:40:53.794318+00
39759,329,mn,дайн,null,dain,A,2026-02-19 20:40:53.794318+00
39760,329,sr-ME,rat,null,null,A,2026-02-19 20:40:53.794318+00
39761,329,ne,युद्ध,null,yuddha,A,2026-02-19 20:40:53.794318+00
39762,329,nb-NO,krig,-en,null,A,2026-02-19 20:40:53.794318+00
39763,329,nn-NO,krig,-en,null,A,2026-02-19 20:40:53.794318+00
39764,329,oc,guèrra,la,null,A,2026-02-19 20:40:53.794318+00
39765,329,or,ଯୁଦ୍ଧ,null,yuddha,A,2026-02-19 20:40:53.794318+00
39766,329,ps,جګړه,null,jagṛa,A,2026-02-19 20:40:53.794318+00
39767,329,fa,جنگ,null,jang,A,2026-02-19 20:40:53.794318+00
39768,329,pt-BR,guerra,a,null,A,2026-02-19 20:40:53.794318+00
39769,329,pt-PT,guerra,a,null,A,2026-02-19 20:40:53.794318+00
39770,329,pa,ਯੁੱਧ,null,yuddh,A,2026-02-19 20:40:53.794318+00
39771,329,ro,război,null,null,A,2026-02-19 20:40:53.794318+00
39772,329,rm,guerra,la,null,A,2026-02-19 20:40:53.794318+00
39773,329,ru,война,null,voyna,A,2026-02-19 20:40:53.794318+00
39774,329,sm,taua,null,null,A,2026-02-19 20:40:53.794318+00
39775,329,sa,युद्धम्,null,yuddham,A,2026-02-19 20:40:53.794318+00
39776,329,gd,cogadh,an,null,A,2026-02-19 20:40:53.794318+00
39777,329,sr,рат,null,rat,A,2026-02-19 20:40:53.794318+00
39778,329,st,ntwa,null,null,A,2026-02-19 20:40:53.794318+00
39779,329,tn,ntwa,null,null,A,2026-02-19 20:40:53.794318+00
39780,329,sn,hondo,null,null,A,2026-02-19 20:40:53.794318+00
39781,329,scn,guerra,a,null,A,2026-02-19 20:40:53.794318+00
39782,329,sd,جنگ,null,jang,A,2026-02-19 20:40:53.794318+00
39783,329,si,යුද්ධය,null,yuddhaya,A,2026-02-19 20:40:53.794318+00
39784,329,sk,vojna,null,null,A,2026-02-19 20:40:53.794318+00
39785,329,sl,vojna,null,null,A,2026-02-19 20:40:53.794318+00
39786,329,so,dagaal,null,null,A,2026-02-19 20:40:53.794318+00
39787,329,es,guerra,la,null,A,2026-02-19 20:40:53.794318+00
39788,329,su,perang,null,null,A,2026-02-19 20:40:53.794318+00
39789,329,sw,vita,null,null,A,2026-02-19 20:40:53.794318+00
39790,329,sv,krig,ett,null,A,2026-02-19 20:40:53.794318+00
39791,329,tg,ҷанг,null,jang,A,2026-02-19 20:40:53.794318+00
39792,329,ta,போர்,null,pōr,A,2026-02-19 20:40:53.794318+00
39793,329,te,యుద్ధం,null,yuddham,A,2026-02-19 20:40:53.794318+00
39794,329,th,สงคราม,null,songkhram,A,2026-02-19 20:40:53.794318+00
39795,329,ti,ውግእ,null,wəgə’,A,2026-02-19 20:40:53.794318+00
39796,329,tpi,faet,null,null,A,2026-02-19 20:40:53.794318+00
39797,329,to,taʻanga,null,null,A,2026-02-19 20:40:53.794318+00
39798,329,tr,savaş,null,null,A,2026-02-19 20:40:53.794318+00
39799,329,uk,війна,null,viyna,A,2026-02-19 20:40:53.794318+00
39800,329,ur,جنگ,null,jang,A,2026-02-19 20:40:53.794318+00
39801,329,uz,urush,null,null,A,2026-02-19 20:40:53.794318+00
39802,329,vec,guerra,ła,null,A,2026-02-19 20:40:53.794318+00
39803,329,vi,chiến tranh,null,null,A,2026-02-19 20:40:53.794318+00
39804,329,cy,rhyfel,y,null,A,2026-02-19 20:40:53.794318+00
39805,329,wo,xare,null,null,A,2026-02-19 20:40:53.794318+00
39806,329,yo,ogun,null,null,A,2026-02-19 20:40:53.794318+00
39807,329,zu,impi,null,null,A,2026-02-19 20:40:53.794318+00
39808,329,zgh,ⵜⴰⵎⴰⴳⵔⴰ,null,tamaghra,A,2026-02-19 20:40:53.794318+00
39809,330,af,geskiedenis,die,null,A,2026-02-19 20:40:53.794318+00
39810,330,sq,histori,-a,null,A,2026-02-19 20:40:53.794318+00
39811,330,am,ታሪክ,null,tarik,A,2026-02-19 20:40:53.794318+00
39812,330,ar-EG,تاريخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39813,330,ar-AE,تاريخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39814,330,ar-IQ,تاريخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39815,330,ar-LB,تاريخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39816,330,ar-MA,تاريخ,null,tarikh,A,2026-02-19 20:40:53.794318+00
39817,330,ar,تاريخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39818,330,hy,պատմություն,null,patmutyun,A,2026-02-19 20:40:53.794318+00
39819,330,ast,historia,la,null,A,2026-02-19 20:40:53.794318+00
39820,330,eu,historia,a,null,A,2026-02-19 20:40:53.794318+00
39821,330,be,гісторыя,null,hystoryya,A,2026-02-19 20:40:53.794318+00
39822,330,bn,ইতিহাস,null,itihas,A,2026-02-19 20:40:53.794318+00
39823,330,bs,istorija,null,null,A,2026-02-19 20:40:53.794318+00
39824,330,br,istor,an,null,A,2026-02-19 20:40:53.794318+00
39825,330,bg,история,null,istoriya,A,2026-02-19 20:40:53.794318+00
39826,330,my,သမိုင်း,null,tha maing,A,2026-02-19 20:40:53.794318+00
39827,330,ca,història,la,null,A,2026-02-19 20:40:53.794318+00
39828,330,ceb,kasaysayan,null,null,A,2026-02-19 20:40:53.794318+00
39829,330,co,storia,a,null,A,2026-02-19 20:40:53.794318+00
39830,330,hr,povijest,null,null,A,2026-02-19 20:40:53.794318+00
39831,330,cs,historie,null,null,A,2026-02-19 20:40:53.794318+00
39832,330,da,historie,-n,null,A,2026-02-19 20:40:53.794318+00
39833,330,nl,geschiedenis,de,null,A,2026-02-19 20:40:53.794318+00
39834,330,en,history,the,null,A,2026-02-19 20:40:53.794318+00
39835,330,eo,historio,null,null,A,2026-02-19 20:40:53.794318+00
39836,330,et,ajalugu,null,null,A,2026-02-19 20:40:53.794318+00
39837,330,fo,søga,in,null,A,2026-02-19 20:40:53.794318+00
39838,330,fil,kasaysayan,null,null,A,2026-02-19 20:40:53.794318+00
39839,330,fi,historia,null,null,A,2026-02-19 20:40:53.794318+00
39840,330,fr,histoire,l',null,A,2026-02-19 20:40:53.794318+00
39841,330,fy,skiednis,de,null,A,2026-02-19 20:40:53.794318+00
39842,330,gl,historia,a,null,A,2026-02-19 20:40:53.794318+00
39843,330,ka,ისტორია,null,istoria,A,2026-02-19 20:40:53.794318+00
39844,330,de,Geschichte,die,null,A,2026-02-19 20:40:53.794318+00
39845,330,el,ιστορία,η,null,A,2026-02-19 20:40:53.794318+00
39846,330,gu,ઇતિહાસ,null,itihās,A,2026-02-19 20:40:53.794318+00
39847,330,ht,istwa,a,null,A,2026-02-19 20:40:53.794318+00
39848,330,ha,tarihi,null,null,A,2026-02-19 20:40:53.794318+00
39849,330,he,היסטוריה,null,historia,A,2026-02-19 20:40:53.794318+00
39850,330,hi,इतिहास,null,itihās,A,2026-02-19 20:40:53.794318+00
39851,330,hu,történelem,null,null,A,2026-02-19 20:40:53.794318+00
39852,330,is,saga,-n,null,A,2026-02-19 20:40:53.794318+00
39853,330,ig,akụkọ ihe mere eme,null,null,A,2026-02-19 20:40:53.794318+00
39854,330,ilo,kasaysayan,null,null,A,2026-02-19 20:40:53.794318+00
39855,330,id,sejarah,null,null,A,2026-02-19 20:40:53.794318+00
39856,330,ga,stair,an,null,A,2026-02-19 20:40:53.794318+00
39857,330,xh,imbali,null,null,A,2026-02-19 20:40:53.794318+00
39858,330,it,storia,la,null,A,2026-02-19 20:40:53.794318+00
39859,330,ja,歴史,null,rekishi,A,2026-02-19 20:40:53.794318+00
39860,330,jv,sejarah,null,null,A,2026-02-19 20:40:53.794318+00
39861,330,kn,ಇತಿಹಾಸ,null,itihāsa,A,2026-02-19 20:40:53.794318+00
39862,330,kk,тарих,null,tarikh,A,2026-02-19 20:40:53.794318+00
39863,330,km,ប្រវត្តិសាស្ត្រ,null,prɑvattisāstra,A,2026-02-19 20:40:53.794318+00
39864,330,rw,amateka,null,null,A,2026-02-19 20:40:53.794318+00
39865,330,rn,amateka,null,null,A,2026-02-19 20:40:53.794318+00
39866,330,ko,역사,null,yeoksa,A,2026-02-19 20:40:53.794318+00
39867,330,ku,dîrok,null,null,A,2026-02-19 20:40:53.794318+00
39868,330,kmr,dîrok,null,null,A,2026-02-19 20:40:53.794318+00
39869,330,lo,ປະຫວັດສາດ,null,pahvatsat,A,2026-02-19 20:40:53.794318+00
39870,330,la,historia,null,null,A,2026-02-19 20:40:53.794318+00
39871,330,lv,vēsture,null,null,A,2026-02-19 20:40:53.794318+00
39872,330,lt,istorija,null,null,A,2026-02-19 20:40:53.794318+00
39873,330,lb,Geschicht,d',null,A,2026-02-19 20:40:53.794318+00
39874,330,mk,историја,null,istorija,A,2026-02-19 20:40:53.794318+00
39875,330,mg,tantara,null,null,A,2026-02-19 20:40:53.794318+00
39876,330,ms,sejarah,null,null,A,2026-02-19 20:40:53.794318+00
39877,330,ml,ചരിത്രം,null,caritram,A,2026-02-19 20:40:53.794318+00
39878,330,mt,storja,il-,null,A,2026-02-19 20:40:53.794318+00
39879,330,mi,hītori,null,null,A,2026-02-19 20:40:53.794318+00
39880,330,mn,түүх,null,tüüh,A,2026-02-19 20:40:53.794318+00
39881,330,sr-ME,istorija,null,null,A,2026-02-19 20:40:53.794318+00
39882,330,ne,इतिहास,null,itihās,A,2026-02-19 20:40:53.794318+00
39883,330,nb-NO,historie,-n,null,A,2026-02-19 20:40:53.794318+00
39884,330,nn-NO,historie,-a,null,A,2026-02-19 20:40:53.794318+00
39885,330,oc,istòria,la,null,A,2026-02-19 20:40:53.794318+00
39886,330,or,ଇତିହାସ,null,itihāsa,A,2026-02-19 20:40:53.794318+00
39887,330,ps,تاریخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39888,330,fa,تاریخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39889,330,pt-BR,história,a,null,A,2026-02-19 20:40:53.794318+00
39890,330,pt-PT,história,a,null,A,2026-02-19 20:40:53.794318+00
39891,330,pa,ਇਤਿਹਾਸ,null,itihās,A,2026-02-19 20:40:53.794318+00
39892,330,ro,istorie,null,null,A,2026-02-19 20:40:53.794318+00
39893,330,rm,istorgia,la,null,A,2026-02-19 20:40:53.794318+00
39894,330,ru,история,null,istoriya,A,2026-02-19 20:40:53.794318+00
39895,330,sm,talaʻaga,null,null,A,2026-02-19 20:40:53.794318+00
39896,330,sa,इतिहासः,null,itihāsaḥ,A,2026-02-19 20:40:53.794318+00
39897,330,gd,eachdraidh,an,null,A,2026-02-19 20:40:53.794318+00
39898,330,sr,историја,null,istorija,A,2026-02-19 20:40:53.794318+00
39899,330,st,nalane,null,null,A,2026-02-19 20:40:53.794318+00
39900,330,tn,nalane,null,null,A,2026-02-19 20:40:53.794318+00
39901,330,sn,nhoroondo,null,null,A,2026-02-19 20:40:53.794318+00
39902,330,scn,storia,a,null,A,2026-02-19 20:40:53.794318+00
39903,330,sd,تاريخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39904,330,si,ඉතිහාසය,null,itihāsaya,A,2026-02-19 20:40:53.794318+00
39905,330,sk,história,null,null,A,2026-02-19 20:40:53.794318+00
39906,330,sl,zgodovina,null,null,A,2026-02-19 20:40:53.794318+00
39907,330,so,taariikh,null,null,A,2026-02-19 20:40:53.794318+00
39908,330,es,historia,la,null,A,2026-02-19 20:40:53.794318+00
39909,330,su,sajarah,null,null,A,2026-02-19 20:40:53.794318+00
39910,330,sw,historia,null,null,A,2026-02-19 20:40:53.794318+00
39911,330,sv,historia,en,null,A,2026-02-19 20:40:53.794318+00
39912,330,tg,таърих,null,ta'rikh,A,2026-02-19 20:40:53.794318+00
39913,330,ta,வரலாறு,null,varalāru,A,2026-02-19 20:40:53.794318+00
39914,330,te,చరిత్ర,null,caritra,A,2026-02-19 20:40:53.794318+00
39915,330,th,ประวัติศาสตร์,null,prawatsat,A,2026-02-19 20:40:53.794318+00
39916,330,ti,ታሪኽ,null,tarikh,A,2026-02-19 20:40:53.794318+00
39917,330,tpi,stori,null,null,A,2026-02-19 20:40:53.794318+00
39918,330,to,hisitolia,null,null,A,2026-02-19 20:40:53.794318+00
39919,330,tr,tarih,null,null,A,2026-02-19 20:40:53.794318+00
39920,330,uk,історія,null,istoriya,A,2026-02-19 20:40:53.794318+00
39921,330,ur,تاریخ,null,tārīkh,A,2026-02-19 20:40:53.794318+00
39922,330,uz,tarix,null,null,A,2026-02-19 20:40:53.794318+00
39923,330,vec,stòria,ła,null,A,2026-02-19 20:40:53.794318+00
39924,330,vi,lịch sử,null,null,A,2026-02-19 20:40:53.794318+00
39925,330,cy,hanes,y,null,A,2026-02-19 20:40:53.794318+00
39926,330,wo,taarik,null,null,A,2026-02-19 20:40:53.794318+00
39927,330,yo,itan,null,null,A,2026-02-19 20:40:53.794318+00
39928,330,zu,umlando,null,null,A,2026-02-19 20:40:53.794318+00
39929,330,zgh,ⴰⵎⵣⵔⵓⵢ,null,amzruy,A,2026-02-19 20:40:53.794318+00
39930,331,af,partytjie,die,null,A,2026-02-19 20:40:53.794318+00
39931,331,sq,festë,-a,null,A,2026-02-19 20:40:53.794318+00
39932,331,am,ፓርቲ,null,parti,A,2026-02-19 20:40:53.794318+00
39933,331,ar-EG,حفلة,null,ḥafla,A,2026-02-19 20:40:53.794318+00
39934,331,ar-AE,حفلة,null,ḥafla,A,2026-02-19 20:40:53.794318+00
39935,331,ar-IQ,حفلة,null,ḥafla,A,2026-02-19 20:40:53.794318+00
39936,331,ar-LB,حفلة,null,ḥafla,A,2026-02-19 20:40:53.794318+00
39937,331,ar-MA,حفلة,null,ḥafla,A,2026-02-19 20:40:53.794318+00
39938,331,ar,حفلة,null,ḥafla,A,2026-02-19 20:40:53.794318+00
39939,331,hy,խնջույք,null,khnjuyk,A,2026-02-19 20:40:53.794318+00
39940,331,ast,fiesta,la,null,A,2026-02-19 20:40:53.794318+00
39941,331,eu,festa,a,null,A,2026-02-19 20:40:53.794318+00
39942,331,be,вечарына,null,vecharyna,A,2026-02-19 20:40:53.794318+00
39943,331,bn,পার্টি,null,parti,A,2026-02-19 20:40:53.794318+00
39944,331,bs,zabava,null,null,A,2026-02-19 20:40:53.794318+00
39945,331,br,fest,ar,null,A,2026-02-19 20:40:53.794318+00
39946,331,bg,парти,null,parti,A,2026-02-19 20:40:53.794318+00
39947,331,my,ပါတီ,null,pa ti,A,2026-02-19 20:40:53.794318+00
39948,331,ca,festa,la,null,A,2026-02-19 20:40:53.794318+00
39949,331,ceb,party,null,null,A,2026-02-19 20:40:53.794318+00
39950,331,co,festa,a,null,A,2026-02-19 20:40:53.794318+00
39951,331,hr,zabava,null,null,A,2026-02-19 20:40:53.794318+00
39952,331,cs,večerírek,null,null,A,2026-02-19 20:40:53.794318+00
39953,331,da,fest,-en,null,A,2026-02-19 20:40:53.794318+00
39954,331,nl,feest,het,null,A,2026-02-19 20:40:53.794318+00
39955,331,en,party,the,null,A,2026-02-19 20:40:53.794318+00
39956,331,eo,festo,null,null,A,2026-02-19 20:40:53.794318+00
39957,331,et,pidu,null,null,A,2026-02-19 20:40:53.794318+00
39958,331,fo,veitsla,in,null,A,2026-02-19 20:40:53.794318+00
39959,331,fil,party,null,null,A,2026-02-19 20:40:53.794318+00
39960,331,fi,juhla,null,null,A,2026-02-19 20:40:53.794318+00
39961,331,fr,fête,la,null,A,2026-02-19 20:40:53.794318+00
39962,331,fy,feest,it,null,A,2026-02-19 20:40:53.794318+00
39963,331,gl,festa,a,null,A,2026-02-19 20:40:53.794318+00
39964,331,ka,წვეულება,null,ts'veuleba,A,2026-02-19 20:40:53.794318+00
39965,331,de,Party,die,null,A,2026-02-19 20:40:53.794318+00
39966,331,el,πάρτι,το,null,A,2026-02-19 20:40:53.794318+00
39967,331,gu,પાર્ટી,null,pārṭī,A,2026-02-19 20:40:53.794318+00
39968,331,ht,fèt,a,null,A,2026-02-19 20:40:53.794318+00
39969,331,ha,biki,null,null,A,2026-02-19 20:40:53.794318+00
39970,331,he,מסיבה,null,mesiba,A,2026-02-19 20:40:53.794318+00
39971,331,hi,पार्टी,null,pārṭī,A,2026-02-19 20:40:53.794318+00
39972,331,hu,buli,null,null,A,2026-02-19 20:40:53.794318+00
39973,331,is,partý,-ið,null,A,2026-02-19 20:40:53.794318+00
39974,331,ig,oriri,null,null,A,2026-02-19 20:40:53.794318+00
39975,331,ilo,party,null,null,A,2026-02-19 20:40:53.794318+00
39976,331,id,pesta,null,null,A,2026-02-19 20:40:53.794318+00
39977,331,ga,cóisir,an,null,A,2026-02-19 20:40:53.794318+00
39978,331,xh,itheko,null,null,A,2026-02-19 20:40:53.794318+00
39979,331,it,festa,la,null,A,2026-02-19 20:40:53.794318+00
39980,331,ja,パーティー,null,pātī,A,2026-02-19 20:40:53.794318+00
39981,331,jv,pesta,null,null,A,2026-02-19 20:40:53.794318+00
39982,331,kn,ಪಾರ್ಟಿ,null,pārṭi,A,2026-02-19 20:40:53.794318+00
39983,331,kk,кеш,null,kesh,A,2026-02-19 20:40:53.794318+00
39984,331,km,ពិធីជប់លៀង,null,pithi chob lieang,A,2026-02-19 20:40:53.794318+00
39985,331,rw,ibirori,null,null,A,2026-02-19 20:40:53.794318+00
39986,331,rn,ibirori,null,null,A,2026-02-19 20:40:53.794318+00
39987,331,ko,파티,null,pati,A,2026-02-19 20:40:53.794318+00
39988,331,ku,partî,null,null,A,2026-02-19 20:40:53.794318+00
39989,331,kmr,partî,null,null,A,2026-02-19 20:40:53.794318+00
39990,331,lo,ງານລ້ຽງ,null,ngan liang,A,2026-02-19 20:40:53.794318+00
39991,331,la,convivium,null,null,A,2026-02-19 20:40:53.794318+00
39992,331,lv,ballīte,null,null,A,2026-02-19 20:40:53.794318+00
39993,331,lt,vakarėlis,null,null,A,2026-02-19 20:40:53.794318+00
39994,331,lb,Party,d',null,A,2026-02-19 20:40:53.794318+00
39995,331,mk,забава,null,zabava,A,2026-02-19 20:40:53.794318+00
39996,331,mg,fety,null,null,A,2026-02-19 20:40:53.794318+00
39997,331,ms,parti,null,null,A,2026-02-19 20:40:53.794318+00
39998,331,ml,പാർട്ടി,null,pārṭṭi,A,2026-02-19 20:40:53.794318+00
39999,331,mt,party,il-,null,A,2026-02-19 20:40:53.794318+00
40000,331,mi,hākari,null,null,A,2026-02-19 20:40:53.794318+00
40001,331,mn,үдэшлэг,null,üdeshleg,A,2026-02-19 20:40:53.794318+00
40002,331,sr-ME,zabava,null,null,A,2026-02-19 20:40:53.794318+00
40003,331,ne,पार्टी,null,pārṭī,A,2026-02-19 20:40:53.794318+00
40004,331,nb-NO,fest,-en,null,A,2026-02-19 20:40:53.794318+00
40005,331,nn-NO,fest,-en,null,A,2026-02-19 20:40:53.794318+00
40006,331,oc,fèsta,la,null,A,2026-02-19 20:40:53.794318+00
40007,331,or,ପାର୍ଟି,null,pārṭi,A,2026-02-19 20:40:53.794318+00
40008,331,ps,محفل,null,mahfil,A,2026-02-19 20:40:53.794318+00
40009,331,fa,مهمانی,null,mehmani,A,2026-02-19 20:40:53.794318+00
40010,331,pt-BR,festa,a,null,A,2026-02-19 20:40:53.794318+00
40011,331,pt-PT,festa,a,null,A,2026-02-19 20:40:53.794318+00
40012,331,pa,ਪਾਰਟੀ,null,pārṭī,A,2026-02-19 20:40:53.794318+00
40013,331,ro,petrecere,null,null,A,2026-02-19 20:40:53.794318+00
40014,331,rm,festa,la,null,A,2026-02-19 20:40:53.794318+00
40015,331,ru,вечеринка,null,vecherinka,A,2026-02-19 20:40:53.794318+00
40016,331,sm,pati,null,null,A,2026-02-19 20:40:53.794318+00
40017,331,sa,समारोहः,null,samārohaḥ,A,2026-02-19 20:40:53.794318+00
40018,331,gd,pàrtaidh,an,null,A,2026-02-19 20:40:53.794318+00
40019,331,sr,забава,null,zabava,A,2026-02-19 20:40:53.794318+00
40020,331,st,mokete,null,null,A,2026-02-19 20:40:53.794318+00
40021,331,tn,mokete,null,null,A,2026-02-19 20:40:53.794318+00
40022,331,sn,mabiko,null,null,A,2026-02-19 20:40:53.794318+00
40023,331,scn,festa,a,null,A,2026-02-19 20:40:53.794318+00
40024,331,sd,پارٽي,null,pārṭī,A,2026-02-19 20:40:53.794318+00
40025,331,si,සාදය,null,sādaya,A,2026-02-19 20:40:53.794318+00
40026,331,sk,večierok,null,null,A,2026-02-19 20:40:53.794318+00
40027,331,sl,zabava,null,null,A,2026-02-19 20:40:53.794318+00
40028,331,so,xaflad,null,null,A,2026-02-19 20:40:53.794318+00
40029,331,es,fiesta,la,null,A,2026-02-19 20:40:53.794318+00
40030,331,su,pesta,null,null,A,2026-02-19 20:40:53.794318+00
40031,331,sw,sherehe,null,null,A,2026-02-19 20:40:53.794318+00
40032,331,sv,fest,en,null,A,2026-02-19 20:40:53.794318+00
40033,331,tg,ҷашн,null,jashn,A,2026-02-19 20:40:53.794318+00
40034,331,ta,விருந்து,null,virundu,A,2026-02-19 20:40:53.794318+00
40035,331,te,పార్టీ,null,pārṭī,A,2026-02-19 20:40:53.794318+00
40036,331,th,ปาร์ตี้,null,pati,A,2026-02-19 20:40:53.794318+00
40037,331,ti,ፓርቲ,null,parti,A,2026-02-19 20:40:56.732604+00
40038,331,tpi,pati,null,null,A,2026-02-19 20:40:56.732604+00
40039,331,to,pāti,null,null,A,2026-02-19 20:40:56.732604+00
40040,331,tr,parti,null,null,A,2026-02-19 20:40:56.732604+00
40041,331,uk,вечірка,null,vechirka,A,2026-02-19 20:40:56.732604+00
40042,331,ur,پارٹی,null,pārṭī,A,2026-02-19 20:40:56.732604+00
40043,331,uz,kecha,null,null,A,2026-02-19 20:40:56.732604+00
40044,331,vec,festa,ła,null,A,2026-02-19 20:40:56.732604+00
40045,331,vi,bữa tiệc,null,null,A,2026-02-19 20:40:56.732604+00
40046,331,cy,parti,y,null,A,2026-02-19 20:40:56.732604+00
40047,331,wo,fête,null,null,A,2026-02-19 20:40:56.732604+00
40048,331,yo,àjọyọ̀,null,null,A,2026-02-19 20:40:56.732604+00
40049,331,zu,iphathi,null,null,A,2026-02-19 20:40:56.732604+00
40050,331,zgh,ⵜⴰⵎⵓⵏⵜ,null,tamunt,A,2026-02-19 20:40:56.732604+00
40051,332,af,binne,null,null,A,2026-02-19 20:40:56.732604+00
40052,332,sq,brenda,null,null,A,2026-02-19 20:40:56.732604+00
40053,332,am,ውስጥ,null,wəst,A,2026-02-19 20:40:56.732604+00
40054,332,ar-EG,داخل,null,dākhil,A,2026-02-19 20:40:56.732604+00
40055,332,ar-AE,داخل,null,dākhil,A,2026-02-19 20:40:56.732604+00
40056,332,ar-IQ,داخل,null,dākhil,A,2026-02-19 20:40:56.732604+00
40057,332,ar-LB,داخل,null,dākhil,A,2026-02-19 20:40:56.732604+00
40058,332,ar-MA,داخل,null,dākhil,A,2026-02-19 20:40:56.732604+00
40059,332,ar,داخل,null,dākhil,A,2026-02-19 20:40:56.732604+00
40060,332,hy,ներսում,null,nersum,A,2026-02-19 20:40:56.732604+00
40061,332,ast,dientro,null,null,A,2026-02-19 20:40:56.732604+00
40062,332,eu,barruan,null,null,A,2026-02-19 20:40:56.732604+00
40063,332,be,унутры,null,unutry,A,2026-02-19 20:40:56.732604+00
40064,332,bn,ভিতরে,null,bhitore,A,2026-02-19 20:40:56.732604+00
40065,332,bs,unutar,null,null,A,2026-02-19 20:40:56.732604+00
40066,332,br,e-barzh,null,null,A,2026-02-19 20:40:56.732604+00
40067,332,bg,вътре,null,vatre,A,2026-02-19 20:40:56.732604+00
40068,332,my,အတွင်း,null,a twinn,A,2026-02-19 20:40:56.732604+00
40069,332,ca,dins,null,null,A,2026-02-19 20:40:56.732604+00
40070,332,ceb,sulod,null,null,A,2026-02-19 20:40:56.732604+00
40071,332,co,dentru,null,null,A,2026-02-19 20:40:56.732604+00
40072,332,hr,unutar,null,null,A,2026-02-19 20:40:56.732604+00
40073,332,cs,uvnitř,null,null,A,2026-02-19 20:40:56.732604+00
40074,332,da,indenfor,null,null,A,2026-02-19 20:40:56.732604+00
40075,332,nl,binnen,null,null,A,2026-02-19 20:40:56.732604+00
40076,332,en,within,null,null,A,2026-02-19 20:40:56.732604+00
40077,332,eo,ene,null,null,A,2026-02-19 20:40:56.732604+00
40078,332,et,sees,null,null,A,2026-02-19 20:40:56.732604+00
40079,332,fo,innan,null,null,A,2026-02-19 20:40:56.732604+00
40080,332,fil,sa loob,null,null,A,2026-02-19 20:40:56.732604+00
40081,332,fi,sisällä,null,null,A,2026-02-19 20:40:56.732604+00
40082,332,fr,à l'intérieur,null,null,A,2026-02-19 20:40:56.732604+00
40083,332,fy,binnen,null,null,A,2026-02-19 20:40:56.732604+00
40084,332,gl,dentro,null,null,A,2026-02-19 20:40:56.732604+00
40085,332,ka,შიგნით,null,shignit,A,2026-02-19 20:40:56.732604+00
40086,332,de,innerhalb,null,null,A,2026-02-19 20:40:56.732604+00
40087,332,el,μέσα,null,mésa,A,2026-02-19 20:40:56.732604+00
40088,332,gu,અંદર,null,andar,A,2026-02-19 20:40:56.732604+00
40089,332,ht,anndan,null,null,A,2026-02-19 20:40:56.732604+00
40090,332,ha,cikin,null,null,A,2026-02-19 20:40:56.732604+00
40091,332,he,בתוך,null,betokh,A,2026-02-19 20:40:56.732604+00
40092,332,hi,के भीतर,null,ke bhitar,A,2026-02-19 20:40:56.732604+00
40093,332,hu,belül,null,null,A,2026-02-19 20:40:56.732604+00
40094,332,is,innan,null,null,A,2026-02-19 20:40:56.732604+00
40095,332,ig,n'ime,null,null,A,2026-02-19 20:40:56.732604+00
40096,332,ilo,uneg,null,null,A,2026-02-19 20:40:56.732604+00
40097,332,id,di dalam,null,null,A,2026-02-19 20:40:56.732604+00
40098,332,ga,laistigh,null,null,A,2026-02-19 20:40:56.732604+00
