sentence_id,concept_id,lang_code,sentence,pronunciation,level,created_at
45749,379,ast,"¿Podríes llamar otra vez más tarde, por favor?",null,B,2026-02-19 20:52:07.359123+00
45751,379,be,"Не мог бы ты патэлефанаваць пазней яшчэ раз, калі ласка",ne mog by ty patelefanaŭats pazney yashche raz kali laska,B,2026-02-19 20:52:07.359123+00
45752,379,bn,দয়া করে পরে আবার ফোন করতে পারবে কি,daya kore pore abar phone korte parbe ki,B,2026-02-19 20:52:07.359123+00
45753,379,bs,"Možeš li nazvati ponovo kasnije, molim te",null,B,2026-02-19 20:52:07.359123+00
45754,379,br,"Gallout a rez c’hervel diwezhatoc’h, mar plij",null,B,2026-02-19 20:52:07.359123+00
45755,379,bg,"Може ли да се обадиш пак по-късно, моля",mozhe li da se obadish pak po-kasno molya,B,2026-02-19 20:52:07.359123+00
45756,379,my,ကျေးဇူးပြုပြီး နောက်မှ ပြန်ဖုန်းဆက်လို့ရမလား,kyeizu pyu pee nauk hma pyan phone set lo ya ma la,B,2026-02-19 20:52:07.359123+00
45757,379,ca,"Podries tornar a trucar més tard, si us plau",null,B,2026-02-19 20:52:07.359123+00
45758,379,ceb,"Mahimo ba ka motawag balik unya, palihog",null,B,2026-02-19 20:52:07.359123+00
45759,379,co,"Pudete chjamà torna più tardi, per piacè",null,B,2026-02-19 20:52:07.359123+00
45760,379,hr,"Možeš li nazvati opet kasnije, molim te",null,B,2026-02-19 20:52:07.359123+00
45761,379,cs,Mohl bys prosím zavolat později znovu,null,B,2026-02-19 20:52:07.359123+00
45762,379,da,"Kan du ringe igen senere, tak",null,B,2026-02-19 20:52:07.359123+00
45763,379,nl,"Zou je later nog eens kunnen bellen, alsjeblieft",null,B,2026-02-19 20:52:07.359123+00
45764,379,en,"Could you call again later, please",null,B,2026-02-19 20:52:07.359123+00
45765,379,eo,"Ĉu vi povus telefoni denove poste, bonvolu",null,B,2026-02-19 20:52:07.359123+00
45766,379,et,Kas sa saaksid palun hiljem uuesti helistada,null,B,2026-02-19 20:52:07.359123+00
45767,379,fo,"Kanst tú ringja aftur seinni, vinarliga",null,B,2026-02-19 20:52:07.359123+00
45768,379,fil,"Puwede ka bang tumawag ulit mamaya, pakiusap",null,B,2026-02-19 20:52:07.359123+00
45769,379,fi,"Voisitko soittaa myöhemmin uudelleen, kiitos",null,B,2026-02-19 20:52:07.359123+00
45770,379,fr,"Pourrais-tu rappeler plus tard, s’il te plaît",null,B,2026-02-19 20:52:07.359123+00
45771,379,fy,Kinsto asjebleaft letter nochris belje,null,B,2026-02-19 20:52:07.359123+00
45772,379,gl,"Poderías chamar de novo máis tarde, por favor",null,B,2026-02-19 20:52:07.359123+00
45773,379,ka,"შეგიძლია მოგვიანებით ისევ დარეკო, გთხოვ",segidzlia mogvianebit isev dareko gtkhov,B,2026-02-19 20:52:07.359123+00
45774,379,de,Könntest du bitte später noch einmal anrufen,null,B,2026-02-19 20:52:07.359123+00
45775,379,el,"Μπορείς να ξανατηλεφωνήσεις αργότερα, σε παρακαλώ",mporeis na xanatilefoniseis argotera se parakalo,B,2026-02-19 20:52:07.359123+00
45776,379,gu,કૃપા કરીને પછી ફરીથી ફોન કરી શકશો,krupa karine pachi farithi phone kari shaksho,B,2026-02-19 20:52:07.359123+00
45777,379,ht,"Èske ou ka rele ankò pita, tanpri",null,B,2026-02-19 20:52:07.359123+00
45778,379,ha,"Za ka iya kira daga baya, don Allah",za ka iya kira daga baya don Allah,B,2026-02-19 20:52:07.359123+00
45779,379,he,אתה יכול להתקשר שוב מאוחר יותר בבקשה,ata yakhol lehitkasher shuv me'ukhar yoter bevakasha,B,2026-02-19 20:52:07.359123+00
45780,379,hi,"क्या आप बाद में फिर से कॉल कर सकते हैं, कृपया",kya aap baad mein phir se call kar sakte hain kripya,B,2026-02-19 20:52:07.359123+00
45781,379,hu,"Tudnál később újra hívni, kérlek",null,B,2026-02-19 20:52:07.359123+00
45782,379,is,"Gætirðu hringt aftur seinna, vinsamlegast",null,B,2026-02-19 20:52:07.359123+00
45783,379,ig,"Ị nwere ike ịkpọghachi ọzọ n’oge ọzọ, biko",null,B,2026-02-19 20:52:07.359123+00
45784,379,ilo,"Mabalin kadi nga tumawag manen inton, pangngaasim",null,B,2026-02-19 20:52:07.359123+00
45785,379,id,"Bisa telepon lagi nanti, tolong",null,B,2026-02-19 20:52:07.359123+00
45786,379,ga,"An bhféadfá glaoch arís níos déanaí, le do thoil",null,B,2026-02-19 20:52:07.359123+00
45787,379,xh,"Ungaphinda ufowune kamva, nceda",null,B,2026-02-19 20:52:07.359123+00
45788,379,it,"Potresti richiamare più tardi, per favore",null,B,2026-02-19 20:52:07.359123+00
45789,379,ja,"あとでもう一度電話してくれますか,お願いします",ato de mō ichido denwa shite kuremasu ka onegaishimasu,B,2026-02-19 20:52:07.359123+00
45790,379,jv,"Apa kowe bisa nelpon maneh mengko, tulung",null,B,2026-02-19 20:52:07.359123+00
45791,379,kn,ದಯವಿಟ್ಟು ನಂತರ ಮತ್ತೆ ಕರೆ ಮಾಡಬಹುದೇ,dayavittu nantara matte kare madabahude,B,2026-02-19 20:52:07.359123+00
45792,379,kk,"Кейінірек қайтадан қоңырау шала аласыз ба, өтінемін",keiinirek qaitadan qongyrau shala alasyz ba otinemin,B,2026-02-19 20:52:07.359123+00
45793,379,km,សូមអាចទូរស័ព្ទមកវិញក្រោយមកបានទេ,som ach toursap mork vinh kraoy mok ban te,B,2026-02-19 20:52:07.359123+00
45794,379,rw,"Washobora kongera guhamagara nyuma, nyabuneka",null,B,2026-02-19 20:52:07.359123+00
45795,379,rn,"Urashobora kongera guhamagara nyuma, ndakwinginze",null,B,2026-02-19 20:52:07.359123+00
45796,379,ko,"나중에 다시 전화해 줄 수 있어,제발",najunge dasi jeonhwahae jul su isseo jebal,B,2026-02-19 20:52:07.359123+00
45797,379,ku,"Ma dikarî paşê dîsa telefon bikî, ji kerema xwe",null,B,2026-02-19 20:52:07.359123+00
45798,379,kmr,"Ma dikarî paşê dîsa telefon bikî, ji kerema xwe",null,B,2026-02-19 20:52:07.359123+00
45799,379,lo,ກະລຸນາໂທກັບມາອີກທີຫຼັງໄດ້ບໍ,kalu na tho kap ma ik thi lang dai bo,B,2026-02-19 20:52:07.359123+00
45800,379,la,"Potesne iterum postea vocare, quaeso",null,B,2026-02-19 20:52:07.359123+00
45801,379,lv,"Vai tu varētu vēlāk piezvanīt vēlreiz, lūdzu",null,B,2026-02-19 20:52:07.359123+00
45802,379,lt,"Ar galėtum paskambinti dar kartą vėliau, prašau",null,B,2026-02-19 20:52:07.359123+00
45803,379,lb,Kanns du w.e.g. méi spéit nach eng Kéier uruffen,null,B,2026-02-19 20:52:07.359123+00
45804,379,mk,"Можеш ли да се јавиш пак подоцна, те молам",mozhesh li da se javish pak podotsna te molam,B,2026-02-19 20:52:07.359123+00
45805,379,mg,"Afaka miantso indray ianao any aoriana, azafady",null,B,2026-02-19 20:52:07.359123+00
45806,379,ms,"Boleh telefon lagi nanti, tolong",null,B,2026-02-19 20:52:07.359123+00
45807,379,ml,ദയവായി പിന്നീട് വീണ്ടും വിളിക്കാമോ,dayavayi pinneedum vilikkaamo,B,2026-02-19 20:52:07.359123+00
45808,379,mt,"Tista’ ċċempel mill-ġdid aktar tard, jekk jogħġbok",null,B,2026-02-19 20:52:07.359123+00
45809,379,mi,"Ka taea e koe te waea anō ā muri ake, tēnā koa",null,B,2026-02-19 20:52:07.359123+00
45810,379,mn,"Та дараа дахин залгаж болох уу, пожалуйста",ta daraa dakhin zalgaj bolokh uu pozhaluysta,B,2026-02-19 20:52:07.359123+00
45811,379,sr-ME,"Možeš li nazvati ponovo kasnije, molim te",null,B,2026-02-19 20:52:07.359123+00
45812,379,ne,कृपया पछि फेरि फोन गर्न सक्नुहुन्छ,kripaya pachi फेरि phone garna saknuhunchha,B,2026-02-19 20:52:07.359123+00
45813,379,nb-NO,"Kan du ringe igjen senere, vær så snill",null,B,2026-02-19 20:52:07.359123+00
45814,379,nn-NO,"Kan du ringe igjen seinare, ver så snill",null,B,2026-02-19 20:52:07.359123+00
45815,379,oc,"Podètz tornar sonar mai tard, se vos plai",null,B,2026-02-19 20:52:07.359123+00
45816,379,or,ଦୟାକରି ପରେ ପୁଣି ଫୋନ କରିପାରିବେ କି,dayakari pare puni phon kariparibe ki,B,2026-02-19 20:52:07.359123+00
45817,379,ps,مهرباني وکړئ وروسته بیا زنګ ووهئ,mehrabani wakray wusta بيا zang wohay,B,2026-02-19 20:52:07.359123+00
45818,379,fa,می‌شود لطفاً بعداً دوباره زنگ بزنید,mishavad lotfan ba'dan dobare zang bezanid,B,2026-02-19 20:52:07.359123+00
45819,379,pt-BR,"Você pode ligar de novo mais tarde, por favor",null,B,2026-02-19 20:52:07.359123+00
45820,379,pt-PT,"Podes ligar outra vez mais tarde, por favor",null,B,2026-02-19 20:52:07.359123+00
45821,379,pa,ਕੀ ਤੁਸੀਂ ਕਿਰਪਾ ਕਰਕੇ ਬਾਅਦ ਵਿੱਚ ਫਿਰ ਕਾਲ ਕਰ ਸਕਦੇ ਹੋ,ki tusi kirpa karke baad vich phir call kar sakde ho,B,2026-02-19 20:52:07.359123+00
45822,379,ro,"Poți să suni din nou mai târziu, te rog",null,B,2026-02-19 20:52:07.359123+00
45823,379,rm,"Pos ti telefonar puspè pli tard, per plaschair",null,B,2026-02-19 20:52:07.359123+00
45824,379,ru,"Не могли бы вы перезвонить позже, пожалуйста",ne mogli by vy perezvonit pozhe pozhaluysta,B,2026-02-19 20:52:07.359123+00
45825,379,sm,"E mafai ona e toe valaʻau mai mulimuli ane, faamolemole",null,B,2026-02-19 20:52:07.359123+00
45826,379,sa,कृपया पश्चात् पुनः दूरभाषं कुरु,kṛpaya pashchat punah durbhasham kuru,B,2026-02-19 20:52:07.359123+00
45827,379,gd,"Am b’ urrainn dhut fònadh a-rithist nas fhaide air adhart, mas e do thoil e",null,B,2026-02-19 20:52:07.359123+00
45828,379,sr,"Možeš li da pozoveš ponovo kasnije, molim te",null,B,2026-02-19 20:52:07.359123+00
45829,379,st,"O ka boela wa letsa hamorao, ka kopo",null,B,2026-02-19 20:52:07.359123+00
45830,379,tn,"O ka boela wa letsa moragonyana, tsweetswee",null,B,2026-02-19 20:52:07.359123+00
45831,379,sn,"Ungandifonere zvakare gare gare, ndapota",null,B,2026-02-19 20:52:07.359123+00
45832,379,scn,"Pò chiamari n'autra vota cchiù tardu, pi favuri",null,B,2026-02-19 20:52:07.359123+00
45833,379,sd,مهرباني ڪري پوءِ ٻيهر فون ڪريو,mehrbani kare poi baeehr phone karyo,B,2026-02-19 20:52:07.359123+00
45834,379,si,කරුණාකර පස්සේ ආයෙත් කතා කරන්න පුළුවන්ද,karunakara passe ayeth katha karanna puluwanda,B,2026-02-19 20:52:07.359123+00
45835,379,sk,Mohol by si prosím zavolať znova neskôr,null,B,2026-02-19 20:52:07.359123+00
45836,379,sl,Bi lahko prosim poklical/a kasneje še enkrat,null,B,2026-02-19 20:52:07.359123+00
45837,379,so,"Ma wici kartaa inaad mar kale wacdo goor dambe, fadlan",null,B,2026-02-19 20:52:07.359123+00
45838,379,es,"¿Podrías llamar otra vez más tarde, por favor?",null,B,2026-02-19 20:52:07.359123+00
45839,379,su,"Bisa nelepon deui engké, punten",null,B,2026-02-19 20:52:07.359123+00
45840,379,sw,"Unaweza kupiga tena baadaye, tafadhali",null,B,2026-02-19 20:52:07.359123+00
45841,379,sv,"Kan du ringa igen senare, snälla",null,B,2026-02-19 20:52:07.359123+00
45842,379,tg,Метавонед лутфан дертар боз занг занед,metavoned lotfan dartar boz zang zaned,B,2026-02-19 20:52:07.359123+00
45843,379,ta,தயவுசெய்து பிறகு மீண்டும் அழைக்க முடியுமா,thayavuseithu piragu meendum azhaikka mudiyuma,B,2026-02-19 20:52:07.359123+00
45844,379,te,దయచేసి తర్వాత మళ్లీ కాల్ చేయగలరా,dayachesi taruvatha malli call cheyagalara,B,2026-02-19 20:52:07.359123+00
45845,379,th,ช่วยโทรกลับมาอีกทีหลังได้ไหม,chuy tho klap ma ik thi lang dai mai,B,2026-02-19 20:52:07.359123+00
45846,379,ti,በኋላ ደጊም ክትደውል ትኽእል ዶ,behwala degim ktidewil tikil do,B,2026-02-19 20:52:07.359123+00
45847,379,tpi,"Yu inap kol gen bihain, plis",null,B,2026-02-19 20:52:07.359123+00
45848,379,to,"ʻE lava ke ke toe telefoni mai ʻamui, kātaki",null,B,2026-02-19 20:52:07.359123+00
45849,379,tr,Lütfen daha sonra tekrar arar mısın,null,B,2026-02-19 20:52:07.359123+00
45850,379,uk,"Чи могли б ви передзвонити пізніше, будь ласка",chy mogly b vy peredzvonyty piznishe bud laska,B,2026-02-19 20:52:07.359123+00
45851,379,ur,کیا آپ بعد میں دوبارہ کال کر سکتے ہیں، براہ کرم,kya aap baad mein dobara call kar sakte hain barah-e-karam,B,2026-02-19 20:52:07.359123+00
45852,379,uz,"Iltimos, keyinroq yana qo‘ng‘iroq qiling",null,B,2026-02-19 20:52:07.359123+00
45853,379,vec,"Te polè ciamar de novo più tardi, par piaser",null,B,2026-02-19 20:52:07.359123+00
45854,379,vi,"Bạn có thể gọi lại sau được không, làm ơn",null,B,2026-02-19 20:52:07.359123+00
45855,379,cy,"Allech chi ffonio eto yn nes ymlaen, os gwelwch yn dda",null,B,2026-02-19 20:52:07.359123+00
45856,379,wo,"Mën nga waxaat ba ci ginnaaw, su la neexee",mën nga waxaat ba ci ginnaaw su la neexee,B,2026-02-19 20:52:07.359123+00
45857,379,yo,"Ṣé o lè tún pè nígbà míì lẹ́yìn, jọ̀wọ́",ṣe o le tun pe nigbamii leyin jowo,B,2026-02-19 20:52:07.359123+00
45858,379,zu,"Ungangishayela futhi kamuva, ngiyacela",null,B,2026-02-19 20:52:07.359123+00
45859,379,zgh,ⵎⴰ ⵜⵣⵎⵔⴷⵉⵜ ⴰⴷ ⵜⵄⴰⵡⴷⴷⵉⵜ ⵜⵙⵙⵓⵏⵉⵜ ⴷⴰⵖⵉ,ma tzmrdid ad tʿawddit tssunit daghi,B,2026-02-19 20:52:07.359123+00
45860,380,af,Met wie praat ek,null,A,2026-02-19 20:52:07.359123+00
45861,380,sq,Me kë po flas,null,A,2026-02-19 20:52:07.359123+00
45862,380,am,ከማን እየተናገርኩ ነው,keman eyetenagerku new,A,2026-02-19 20:52:07.359123+00
45863,380,ar-EG,أنا بتكلم مع مين,ana batkallem maʿ meen,A,2026-02-19 20:52:07.359123+00
45864,380,ar-AE,مع من أتحدث,maʿ man atahaddath,A,2026-02-19 20:52:07.359123+00
45865,380,ar-IQ,آني ده أحچي ويه من,ani da ahchi wiya man,A,2026-02-19 20:52:07.359123+00
45866,380,ar-LB,عم بحكي مع مين,ʿam bahke maʿ meen,A,2026-02-19 20:52:07.359123+00
45867,380,ar-MA,مع من كنهدَر,maʿ man كنهدَر,A,2026-02-19 20:52:07.359123+00
45868,380,ar,مع من أتحدث,maʿ man atahaddath,A,2026-02-19 20:52:07.359123+00
45869,380,hy,Ում հետ եմ խոսում,um het em khosum,A,2026-02-19 20:52:07.359123+00
45870,380,ast,¿Con quién toi falando,null,A,2026-02-19 20:52:07.359123+00
45871,380,eu,Norekin ari naiz hizketan,null,A,2026-02-19 20:52:07.359123+00
45872,380,be,З кім я размаўляю,z kim ya razmaŭlyayu,A,2026-02-19 20:52:07.359123+00
45873,380,bn,আমি কার সাথে কথা বলছি,ami kar sathe kotha bolchi,A,2026-02-19 20:52:07.359123+00
45874,380,bs,S kim razgovaram,null,A,2026-02-19 20:52:07.359123+00
45875,380,br,Gant piv emaon komz,null,A,2026-02-19 20:52:07.359123+00
45876,380,bg,С кого говоря,s kogo govorya,A,2026-02-19 20:52:07.359123+00
45877,380,my,ဘယ်သူနဲ့ ပြောနေတာလဲ,baythu ne pyaw nay tal le,A,2026-02-19 20:52:07.359123+00
45878,380,ca,Amb qui estic parlant,null,A,2026-02-19 20:52:07.359123+00
45879,380,ceb,Kinsa man akong kaistorya,null,A,2026-02-19 20:52:07.359123+00
45880,380,co,Cù quale parlu,null,A,2026-02-19 20:52:07.359123+00
45881,380,hr,S kim razgovaram,null,A,2026-02-19 20:52:07.359123+00
45882,380,cs,S kým mluvím,null,A,2026-02-19 20:52:07.359123+00
45883,380,da,Hvem taler jeg med,null,A,2026-02-19 20:52:07.359123+00
45884,380,nl,Met wie spreek ik,null,A,2026-02-19 20:52:07.359123+00
45885,380,en,Who am I talking to,null,A,2026-02-19 20:52:07.359123+00
45886,380,eo,Kun kiu mi parolas,null,A,2026-02-19 20:52:07.359123+00
45887,380,et,Kellega ma räägin,null,A,2026-02-19 20:52:07.359123+00
45888,380,fo,hvørjum tosi eg við,null,A,2026-02-19 20:52:07.359123+00
45889,380,fil,Sino ang kausap ko,null,A,2026-02-19 20:52:07.359123+00
45890,380,fi,Kenen kanssa puhun,null,A,2026-02-19 20:52:07.359123+00
45891,380,fr,A qui est-ce que je parle,null,A,2026-02-19 20:52:07.359123+00
45892,380,fy,Mei wa praat ik,null,A,2026-02-19 20:52:07.359123+00
45893,380,gl,Con quen estou falando,null,A,2026-02-19 20:52:07.359123+00
45894,380,ka,ვისთან ვლაპარაკობ,vistan vlaparakob,A,2026-02-19 20:52:07.359123+00
45895,380,de,Mit wem spreche ich,null,A,2026-02-19 20:52:07.359123+00
45896,380,el,Με ποιον μιλάω,me poion milao,A,2026-02-19 20:52:07.359123+00
45897,380,gu,હું કોના સાથે વાત કરી રહ્યો છું,hu kona sathe vaat kari rahyo chhu,A,2026-02-19 20:52:07.359123+00
45898,380,ht,Avèk kiyès m ap pale,null,A,2026-02-19 20:52:07.359123+00
45899,380,ha,Da wa nake magana da shi,da wa nake magana da shi,A,2026-02-19 20:52:07.359123+00
45900,380,he,עם מי אני מדבר,im mi ani medaber,A,2026-02-19 20:52:07.359123+00
45901,380,hi,मैं किससे बात कर रहा हूँ,main kisse baat kar raha hoon,A,2026-02-19 20:52:07.359123+00
45902,380,hu,Kivel beszélek,null,A,2026-02-19 20:52:07.359123+00
45903,380,is,Við hvern er ég að tala,null,A,2026-02-19 20:52:07.359123+00
45904,380,ig,Onye ka m na-ekwu na ya,null,A,2026-02-19 20:52:07.359123+00
45905,380,ilo,Asino ti kaistoryak,null,A,2026-02-19 20:52:07.359123+00
45906,380,id,Saya sedang berbicara dengan siapa,null,A,2026-02-19 20:52:07.359123+00
45907,380,ga,Le cé leis a bhfuil mé ag caint,null,A,2026-02-19 20:52:07.359123+00
45908,380,xh,Ndiyathetha nabani,null,A,2026-02-19 20:52:07.359123+00
45909,380,it,Con chi sto parlando,null,A,2026-02-19 20:52:07.359123+00
45910,380,ja,私は誰と話していますか,watashi wa dare to hanashite imasu ka,A,2026-02-19 20:52:07.359123+00
45911,380,jv,Aku lagi ngomong karo sapa,null,A,2026-02-19 20:52:07.359123+00
45912,380,kn,ನಾನು ಯಾರ ಜೊತೆ ಮಾತನಾಡುತ್ತಿದ್ದೇನೆ,nanu yara jothe matanaduttiddene,A,2026-02-19 20:52:07.359123+00
45913,380,kk,Мен кіммен сөйлесіп тұрмын,men kimmen soylesip turmyn,A,2026-02-19 20:52:07.359123+00
45914,380,km,ខ្ញុំកំពុងនិយាយជាមួយអ្នកណា,khnhom kompong niyeay chea muoy neak na,A,2026-02-19 20:52:07.359123+00
45915,380,rw,Ndi kuvugana na nde,null,A,2026-02-19 20:52:07.359123+00
45916,380,rn,Ndi kuvugana na nde,null,A,2026-02-19 20:52:07.359123+00
45917,380,ko,나는 누구와 이야기하고 있나요,naneun nuguwa iyagi hago innayo,A,2026-02-19 20:52:07.359123+00
45918,380,ku,Ez bi kê re diaxivim,null,A,2026-02-19 20:52:07.359123+00
45919,380,kmr,Ez bi kê re diaxivim,null,A,2026-02-19 20:52:07.359123+00
45920,380,lo,ຂ້ອຍກຳລັງຄຸຍກັບໃຜ,khoy kamlang khui kap phai,A,2026-02-19 20:52:07.359123+00
45921,380,la,Cum quo loquor,null,A,2026-02-19 20:52:07.359123+00
45922,380,lv,Ar ko es runāju,null,A,2026-02-19 20:52:07.359123+00
45923,380,lt,Su kuo kalbu,null,A,2026-02-19 20:52:07.359123+00
45924,380,lb,Mat wiem schwätzen ech,null,A,2026-02-19 20:52:07.359123+00
45925,380,mk,Со кого зборувам,so kogo zboruvam,A,2026-02-19 20:52:07.359123+00
45926,380,mg,Miara-miresaka amin’iza aho,null,A,2026-02-19 20:52:07.359123+00
45927,380,ms,Saya bercakap dengan siapa,null,A,2026-02-19 20:52:07.359123+00
45928,380,ml,ഞാൻ ആരോടാണ് സംസാരിക്കുന്നത്,njan arodanu samsarikunnath,A,2026-02-19 20:52:07.359123+00
45929,380,mt,Ma’ min qed nitkellem,null,A,2026-02-19 20:52:07.359123+00
45930,380,mi,Kei te kōrero au ki a wai,null,A,2026-02-19 20:52:07.359123+00
45931,380,mn,Би хэнтэй ярьж байна,bii khentei yarij baina,A,2026-02-19 20:52:07.359123+00
45932,380,sr-ME,S kim razgovaram,null,A,2026-02-19 20:52:07.359123+00
45933,380,ne,म कससँग कुरा गरिरहेको छु,ma kasanga kura garirheko chhu,A,2026-02-19 20:52:07.359123+00
45934,380,nb-NO,Hvem snakker jeg med,null,A,2026-02-19 20:52:07.359123+00
45935,380,nn-NO,Kven snakkar eg med,null,A,2026-02-19 20:52:07.359123+00
45936,380,oc,Amb qual parli,null,A,2026-02-19 20:52:07.359123+00
45937,380,or,ମୁଁ କାହା ସହ କଥା ହେଉଛି,mu kaha saha katha heuchhi,A,2026-02-19 20:52:07.359123+00
45938,380,ps,زه له چا سره خبرې کوم,za la cha sara khabare kom,A,2026-02-19 20:52:07.359123+00
45939,380,fa,من با چه کسی صحبت می‌کنم,man ba che kasi sohbat mikonam,A,2026-02-19 20:52:07.359123+00
45940,380,pt-BR,Com quem estou falando,null,A,2026-02-19 20:52:07.359123+00
45941,380,pt-PT,Com quem estou a falar,null,A,2026-02-19 20:52:07.359123+00
45942,380,pa,ਮੈਂ ਕਿਸ ਨਾਲ ਗੱਲ ਕਰ ਰਿਹਾ ਹਾਂ,main kis naal gal kar riha haan,A,2026-02-19 20:52:07.359123+00
45943,380,ro,Cu cine vorbesc,null,A,2026-02-19 20:52:07.359123+00
45944,380,rm,Cun tgi discurrel jau,null,A,2026-02-19 20:52:07.359123+00
45945,380,ru,С кем я разговариваю,s kem ya razgovarivayu,A,2026-02-19 20:52:07.359123+00
45946,380,sm,O ai ou te talanoa ma ai,null,A,2026-02-19 20:52:07.359123+00
45947,380,sa,अहं केन सह भाषे,aham kena saha bhashe,A,2026-02-19 20:52:07.359123+00
45948,380,gd,Cò ris a tha mi a’ bruidhinn,null,A,2026-02-19 20:52:07.359123+00
45949,380,sr,S kim razgovaram,null,A,2026-02-19 20:52:07.359123+00
45950,380,st,Ke bua le mang,null,A,2026-02-19 20:52:07.359123+00
45951,380,tn,Ke bua le mang,null,A,2026-02-19 20:52:07.359123+00
45952,380,sn,Ndirikutaura na ani,null,A,2026-02-19 20:52:07.359123+00
45953,380,scn,Cu cu parru,null,A,2026-02-19 20:52:07.359123+00
45954,380,sd,مان ڪنهن سان ڳالهائي رهيو آهيان,maan kahan saan galhai raho aahan,A,2026-02-19 20:52:07.359123+00
45955,380,si,මම කා සමඟ කතා කරන්නේ,mama ka samaga katha karanne,A,2026-02-19 20:52:07.359123+00
45956,380,sk,S kým hovorím,null,A,2026-02-19 20:52:07.359123+00
45957,380,sl,S kom govorim,null,A,2026-02-19 20:52:07.359123+00
45958,380,so,Yaa aan la hadlayaa,yaa aan la hadlayaa,A,2026-02-19 20:52:07.359123+00
45959,380,es,Con quién estoy hablando,null,A,2026-02-19 20:52:07.359123+00
45960,380,su,Kuring keur ngobrol jeung saha,null,A,2026-02-19 20:52:07.359123+00
45961,380,sw,Nazungumza na nani,null,A,2026-02-19 20:52:07.359123+00
45962,380,sv,Vem talar jag med,null,A,2026-02-19 20:52:07.359123+00
45963,380,tg,Ман бо кӣ сӯҳбат мекунам,man bo ki suҳbat mekunam,A,2026-02-19 20:52:07.359123+00
45964,380,ta,நான் யாருடன் பேசுகிறேன்,nan yarudan pesugiren,A,2026-02-19 20:52:07.359123+00
45965,380,te,నేను ఎవరితో మాట్లాడుతున్నాను,nenu evarito matladutunnanu,A,2026-02-19 20:52:07.359123+00
45966,380,th,ฉันกำลังคุยกับใคร,chan kamlang khui kap khrai,A,2026-02-19 20:52:07.359123+00
45967,380,ti,ምስ መን እየተዛረብኩ ኣለኹ,mis men eyetezarebku alekhu,A,2026-02-19 20:52:07.359123+00
45968,380,tpi,Mi toktok wantaim husat,null,A,2026-02-19 20:52:07.359123+00
45969,380,to,ʻOku ou talanoa mo hai,null,A,2026-02-19 20:52:07.359123+00
45970,380,tr,Kiminle konuşuyorum,null,A,2026-02-19 20:52:07.359123+00
45971,380,uk,З ким я розмовляю,z kym ya rozmovlyayu,A,2026-02-19 20:52:07.359123+00
45972,380,ur,میں کس سے بات کر رہا ہوں,main kis se baat kar raha hoon,A,2026-02-19 20:52:07.359123+00
45973,380,uz,Men kim bilan gaplashyapman,null,A,2026-02-19 20:52:07.359123+00
45974,380,vec,Co chi che parlo,null,A,2026-02-19 20:52:07.359123+00
45975,380,vi,Tôi đang nói chuyện với ai,null,A,2026-02-19 20:52:07.359123+00
45976,380,cy,Gyda phwy ydw i’n siarad,null,A,2026-02-19 20:52:07.359123+00
45977,380,wo,Ak kan laa wax,ak kan laa wax,A,2026-02-19 20:52:07.359123+00
45978,380,yo,Mo n bá ta ni,mo n ba ta ni,A,2026-02-19 20:52:07.359123+00
45979,380,zu,Ngikhuluma nobani,null,A,2026-02-19 20:52:07.359123+00
45980,380,zgh,ⵎⴰⵏ ⵉⵙ ⴰⵎⴰⵔⴰⵡ ⵖⵓⵔⵉ,man is amaraw ghuri,A,2026-02-19 20:52:07.359123+00
45981,381,af,"Ek aanvaar, maar net onder een voorwaarde",null,B,2026-02-19 20:52:07.359123+00
45982,381,sq,"E pranoj, por vetëm me një kusht",null,B,2026-02-19 20:52:07.359123+00
45983,381,am,እቀበላለሁ ነገር ግን በአንድ ሁኔታ ብቻ,eqebalalehu neger gin be-and huneta bicha,B,2026-02-19 20:52:07.359123+00
45984,381,ar-EG,أنا موافق بس بشرط واحد,ana muwafeʾ bas be-shart wahed,B,2026-02-19 20:52:07.359123+00
45985,381,ar-AE,أوافق ولكن بشرط واحد,uwafiq walakin bi-shart wahid,B,2026-02-19 20:52:07.359123+00
45986,381,ar-IQ,أوافق بس بشرط واحد,uwafiq bas bi-shart wahid,B,2026-02-19 20:52:07.359123+00
45987,381,ar-LB,موافق بس بشرط واحد,muwafeʾ bas be-shart wahad,B,2026-02-19 20:52:07.359123+00
45988,381,ar-MA,موافق ولكن بشرط واحد,muwafiq walakin bi-shart wahid,B,2026-02-19 20:52:07.359123+00
45989,381,ar,أوافق ولكن بشرط واحد,uwafiq walakin bi-shart wahid,B,2026-02-19 20:52:07.359123+00
45990,381,hy,"Ես ընդունում եմ, բայց միայն մեկ պայմանով",yes yndunum em bayts miayn mek paymanov,B,2026-02-19 20:52:07.359123+00
45991,381,ast,"Aceuto, pero namái baxo una condición",null,B,2026-02-19 20:52:07.359123+00
45992,381,eu,"Onartzen dut, baina baldintza bakar batekin",null,B,2026-02-19 20:52:07.359123+00
45993,381,be,"Я згаджаюся, але толькі пры адной умове",ya zgadzhayusya ale tolki pry adnoi umove,B,2026-02-19 20:52:07.359123+00
45994,381,bn,"আমি রাজি, কিন্তু শুধু একটি শর্তে",ami raji kintu shudhu ekti shorte,B,2026-02-19 20:52:07.359123+00
45995,381,bs,"Prihvatam, ali samo pod jednim uslovom",null,B,2026-02-19 20:52:07.359123+00
